Date,ID,Member Since,Type,Charge,Join Date,Zip,Primary's Birthday,Account ID,Type External ID,Date Entered
10/15/2023,TXN00000584,11/18/2018,Religious School Fees,1904,11/18/2018,10018,2/11/1983,ACC010074,TYPE3,10/15/2023
10/16/2023,TXN00000801,11/18/2001,Building Fund,1969,11/18/2001,10020,10/26/1953,ACC010102,TYPE6,10/16/2023
10/16/2023,TXN00000815,11/18/2003,Religious School Fees,1889,11/18/2003,10025,9/1/1961,ACC010104,TYPE3,10/16/2023
10/16/2023,TXN00001105,11/18/2011,Adult Education,95,11/18/2011,10017,4/2/1956,ACC010143,TYPE5,10/16/2023
10/18/2023,TXN00000047,11/18/1998,Adult Education,300,11/18/1998,10069,11/18/1961,ACC010005,TYPE5,10/20/2023
10/18/2023,TXN00000172,11/18/2013,Building Fund,5000,11/18/2013,11222,6/22/2000,ACC010021,TYPE6,10/18/2023
10/18/2023,TXN00001234,11/18/2017,High Holiday Tickets,500,11/18/2017,10037,11/28/1970,ACC010159,TYPE4,10/20/2023
10/19/2023,TXN00001382,11/18/2018,Building Fund,4131,11/18/2018,11211,6/18/1967,ACC010179,TYPE6,10/21/2023
10/20/2023,TXN00000381,11/18/2017,Hineini Pledges,11790,11/18/2017,10027,5/6/1978,ACC010048,TYPE1,10/20/2023
10/21/2023,TXN00000632,11/18/2004,Religious School Fees,3000,11/18/2004,11222,1/13/1972,ACC010080,TYPE3,10/23/2023
10/21/2023,TXN00000784,11/18/2019,Adult Education,165,11/18/2019,10037,10/10/1947,ACC010100,TYPE5,10/21/2023
10/22/2023,TXN00001137,11/18/2015,Adult Education,300,11/18/2015,10069,4/2/1987,ACC010146,TYPE5,10/22/2023
10/23/2023,TXN00000533,11/18/2024,Building Fund,166,11/18/2024,10128,12/17/1944,ACC010067,TYPE6,10/25/2023
10/24/2023,TXN00000655,11/18/1995,Religious School Fees,3000,11/18/1995,10020,6/18/1987,ACC010083,TYPE3,10/25/2023
10/25/2023,TXN00000028,11/18/2006,Hineini Pledges,1800,11/18/2006,10075,11/1/1969,ACC010003,TYPE1,10/25/2023
10/26/2023,TXN00001439,11/18/2021,Building Fund,3862,11/18/2021,10020,12/5/1974,ACC010185,TYPE6,10/26/2023
10/27/2023,TXN00001256,11/18/2017,HH Pledges/Memorial Book,1000,11/18/2017,10031,10/28/1952,ACC010163,TYPE2,10/28/2023
10/29/2023,TXN00000835,11/18/2003,HH Pledges/Memorial Book,1000,11/18/2003,10282,7/16/1971,ACC010106,TYPE2,10/30/2023
10/29/2023,TXN00001407,11/18/2014,Building Fund,808,11/18/2014,10019,6/11/1963,ACC010182,TYPE6,10/30/2023
10/30/2023,TXN00000607,11/18/1996,Hineini Pledges,1800,11/18/1996,10019,12/16/1955,ACC010077,TYPE1,10/30/2023
10/31/2023,TXN00001205,11/18/2012,High Holiday Tickets,500,11/18/2012,10022,6/7/1985,ACC010155,TYPE4,11/1/2023
11/1/2023,TXN00000203,11/18/2023,Religious School Fees,3000,11/18/2023,11205,10/18/1943,ACC010025,TYPE3,11/3/2023
11/1/2023,TXN00001136,11/18/2015,Adult Education,300,11/18/2015,10069,4/2/1987,ACC010146,TYPE5,11/3/2023
11/2/2023,TXN00001290,11/18/2006,Adult Education,300,11/18/2006,10021,9/5/1965,ACC010169,TYPE5,11/2/2023
11/3/2023,TXN00000948,11/18/2002,Building Fund,1699,11/18/2002,10002,9/6/1989,ACC010122,TYPE6,11/4/2023
11/3/2023,TXN00000977,11/18/1996,Religious School Fees,500,11/18/1996,10025,11/28/1954,ACC010125,TYPE3,11/3/2023
11/3/2023,TXN00001075,11/18/2005,Hineini Pledges,2416,11/18/2005,10024,10/5/1983,ACC010139,TYPE1,11/5/2023
11/3/2023,TXN00001135,11/18/2015,Building Fund,2380,11/18/2015,10069,4/2/1987,ACC010146,TYPE6,11/3/2023
11/4/2023,TXN00000729,11/18/2009,Adult Education,300,11/18/2009,10014,10/4/1973,ACC010093,TYPE5,11/4/2023
11/5/2023,TXN00000574,11/18/2018,High Holiday Tickets,500,11/18/2018,10021,2/21/1993,ACC010072,TYPE4,11/7/2023
11/5/2023,TXN00001320,11/18/2015,Religious School Fees,1830,11/18/2015,10075,2/25/1969,ACC010173,TYPE3,11/5/2023
11/7/2023,TXN00000094,11/18/1998,Building Fund,3032,11/18/1998,11231,6/7/1974,ACC010011,TYPE6,11/9/2023
11/7/2023,TXN00000257,11/18/2014,HH Pledges/Memorial Book,387,11/18/2014,10011,12/21/1951,ACC010032,TYPE2,11/9/2023
11/7/2023,TXN00000384,11/18/2024,Hineini Pledges,1800,11/18/2024,11205,5/25/1977,ACC010049,TYPE1,11/8/2023
11/8/2023,TXN00000988,11/18/1998,Religious School Fees,2574,11/18/1998,10030,5/28/1991,ACC010126,TYPE3,11/8/2023
11/8/2023,TXN00001331,11/18/2007,Hineini Pledges,1800,11/18/2007,10128,5/28/1949,ACC010174,TYPE1,11/10/2023
11/9/2023,TXN00000106,11/18/1998,HH Pledges/Memorial Book,182,11/18/1998,10036,9/28/1960,ACC010012,TYPE2,11/9/2023
11/9/2023,TXN00001065,11/18/2021,Hineini Pledges,1800,11/18/2021,10065,7/5/1958,ACC010137,TYPE1,11/10/2023
11/10/2023,TXN00000946,11/18/2002,Hineini Pledges,7276,11/18/2002,10002,9/6/1989,ACC010122,TYPE1,11/10/2023
11/11/2023,TXN00000493,11/18/2013,Adult Education,300,11/18/2013,10021,1/17/1955,ACC010063,TYPE5,11/13/2023
11/11/2023,TXN00001116,11/18/2020,HH Pledges/Memorial Book,670,11/18/2020,11231,11/7/1961,ACC010144,TYPE2,11/12/2023
11/12/2023,TXN00000280,11/18/1997,Hineini Pledges,4987,11/18/1997,10031,7/24/1962,ACC010034,TYPE1,11/14/2023
11/12/2023,TXN00000849,11/18/1999,Religious School Fees,527,11/18/1999,10075,3/26/1982,ACC010109,TYPE3,11/12/2023
11/13/2023,TXN00000427,11/18/1999,HH Pledges/Memorial Book,596,11/18/1999,10014,7/7/1951,ACC010055,TYPE2,11/13/2023
11/15/2023,TXN00001457,11/18/2022,High Holiday Tickets,465,11/18/2022,10026,2/25/1953,ACC010188,TYPE4,11/15/2023
11/16/2023,TXN00000611,11/18/2004,Hineini Pledges,4586,11/18/2004,10029,7/26/1970,ACC010078,TYPE1,11/17/2023
11/16/2023,TXN00001175,11/18/1995,Religious School Fees,500,11/18/1995,10025,10/18/1948,ACC010151,TYPE3,11/17/2023
11/18/2023,TXN00000031,11/18/2006,HH Pledges/Memorial Book,705,11/18/2006,10075,11/1/1969,ACC010003,TYPE2,11/20/2023
11/19/2023,TXN00000587,11/18/2018,High Holiday Tickets,316,11/18/2018,10018,2/11/1983,ACC010074,TYPE4,11/19/2023
11/19/2023,TXN00000663,11/18/2003,Adult Education,300,11/18/2003,10024,12/25/1976,ACC010084,TYPE5,11/21/2023
11/19/2023,TXN00001249,11/18/2007,High Holiday Tickets,500,11/18/2007,10028,5/6/1949,ACC010161,TYPE4,11/20/2023
11/20/2023,TXN00000018,11/18/2000,Adult Education,300,11/18/2000,11205,12/21/1967,ACC010002,TYPE5,11/21/2023
11/20/2023,TXN00000771,11/18/1995,HH Pledges/Memorial Book,787,11/18/1995,10001,7/5/1962,ACC010099,TYPE2,11/21/2023
11/20/2023,TXN00001383,11/18/2018,Building Fund,341,11/18/2018,11211,6/18/1967,ACC010179,TYPE6,11/20/2023
11/21/2023,TXN00000404,11/18/2002,Hineini Pledges,10092,11/18/2002,10040,9/2/1983,ACC010052,TYPE1,11/21/2023
11/22/2023,TXN00000642,11/18/2008,Hineini Pledges,2494,11/18/2008,11217,6/16/1943,ACC010082,TYPE1,11/24/2023
11/23/2023,TXN00000173,11/18/2013,Adult Education,300,11/18/2013,11222,6/22/2000,ACC010021,TYPE5,11/23/2023
11/23/2023,TXN00000440,11/18/2009,HH Pledges/Memorial Book,486,11/18/2009,10036,1/5/1970,ACC010056,TYPE2,11/24/2023
11/24/2023,TXN00000785,11/18/2019,High Holiday Tickets,500,11/18/2019,10037,10/10/1947,ACC010100,TYPE4,11/26/2023
11/24/2023,TXN00000902,11/18/2005,Building Fund,2403,11/18/2005,10031,4/28/1947,ACC010114,TYPE6,11/25/2023
11/24/2023,TXN00001341,11/18/2014,High Holiday Tickets,101,11/18/2014,10016,3/12/1970,ACC010175,TYPE4,11/25/2023
11/25/2023,TXN00000800,11/18/2001,High Holiday Tickets,415,11/18/2001,10020,10/26/1953,ACC010102,TYPE4,11/25/2023
11/26/2023,TXN00000450,11/18/1999,Religious School Fees,1012,11/18/1999,10029,7/24/1970,ACC010058,TYPE3,11/26/2023
11/27/2023,TXN00000119,11/18/1999,Religious School Fees,2265,11/18/1999,10014,3/21/1986,ACC010014,TYPE3,11/28/2023
11/27/2023,TXN00000678,11/18/2002,Adult Education,300,11/18/2002,11217,11/15/1996,ACC010087,TYPE5,11/28/2023
11/27/2023,TXN00001238,11/18/2006,HH Pledges/Memorial Book,1000,11/18/2006,10010,3/16/1970,ACC010160,TYPE2,11/27/2023
11/27/2023,TXN00001274,11/18/2021,Building Fund,380,11/18/2021,10010,12/19/1950,ACC010167,TYPE6,11/28/2023
11/28/2023,TXN00001117,11/18/2020,HH Pledges/Memorial Book,924,11/18/2020,11231,11/7/1961,ACC010144,TYPE2,11/30/2023
11/29/2023,TXN00001070,11/18/2004,Religious School Fees,2952,11/18/2004,10128,1/4/1958,ACC010138,TYPE3,11/29/2023
12/2/2023,TXN00000234,11/18/1998,Building Fund,2688,11/18/1998,10027,4/21/1962,ACC010029,TYPE6,12/2/2023
12/2/2023,TXN00000715,11/18/2006,High Holiday Tickets,500,11/18/2006,10011,2/8/1949,ACC010091,TYPE4,12/2/2023
12/5/2023,TXN00000341,11/18/2006,Building Fund,4052,11/18/2006,10019,12/28/1992,ACC010042,TYPE6,12/6/2023
12/5/2023,TXN00001195,11/18/2006,HH Pledges/Memorial Book,1000,11/18/2006,10019,9/26/1992,ACC010154,TYPE2,12/6/2023
12/6/2023,TXN00000880,11/18/2009,Hineini Pledges,5799,11/18/2009,10039,1/7/1956,ACC010112,TYPE1,12/8/2023
12/7/2023,TXN00000429,11/18/1999,Religious School Fees,500,11/18/1999,10014,7/7/1951,ACC010055,TYPE3,12/8/2023
12/8/2023,TXN00000956,11/18/2002,Building Fund,2886,11/18/2002,10017,5/27/1964,ACC010123,TYPE6,12/10/2023
12/9/2023,TXN00000783,11/18/2019,Adult Education,300,11/18/2019,10037,10/10/1947,ACC010100,TYPE5,12/9/2023
12/9/2023,TXN00000848,11/18/1999,HH Pledges/Memorial Book,945,11/18/1999,10075,3/26/1982,ACC010109,TYPE2,12/11/2023
12/9/2023,TXN00001370,11/18/1996,Religious School Fees,3000,11/18/1996,11222,6/17/1973,ACC010178,TYPE3,12/10/2023
12/10/2023,TXN00000687,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10022,8/17/1977,ACC010088,TYPE2,12/10/2023
12/10/2023,TXN00000869,11/18/2008,Adult Education,300,11/18/2008,10035,12/14/1973,ACC010111,TYPE5,12/10/2023
12/10/2023,TXN00001170,11/18/2012,HH Pledges/Memorial Book,1000,11/18/2012,10019,10/8/1988,ACC010150,TYPE2,12/10/2023
12/11/2023,TXN00000936,11/18/2004,HH Pledges/Memorial Book,897,11/18/2004,10033,3/28/1966,ACC010120,TYPE2,12/11/2023
12/13/2023,TXN00000730,11/18/2009,Adult Education,139,11/18/2009,10014,10/4/1973,ACC010093,TYPE5,12/15/2023
12/14/2023,TXN00000304,11/18/2015,Adult Education,206,11/18/2015,10012,4/1/1964,ACC010037,TYPE5,12/15/2023
12/15/2023,TXN00001064,11/18/2021,HH Pledges/Memorial Book,805,11/18/2021,10065,7/5/1958,ACC010137,TYPE2,12/17/2023
12/16/2023,TXN00000116,11/18/2017,Hineini Pledges,3484,11/18/2017,10282,7/3/1981,ACC010013,TYPE1,12/17/2023
12/19/2023,TXN00000029,11/18/2006,Religious School Fees,500,11/18/2006,10075,11/1/1969,ACC010003,TYPE3,12/21/2023
12/19/2023,TXN00000030,11/18/2006,Religious School Fees,1004,11/18/2006,10075,11/1/1969,ACC010003,TYPE3,12/20/2023
12/19/2023,TXN00001230,11/18/2003,Building Fund,5000,11/18/2003,10032,8/14/1997,ACC010158,TYPE6,12/20/2023
12/21/2023,TXN00000550,11/18/2020,HH Pledges/Memorial Book,476,11/18/2020,10023,1/23/1993,ACC010069,TYPE2,12/22/2023
12/22/2023,TXN00000928,11/18/2000,Adult Education,300,11/18/2000,10022,9/13/1956,ACC010119,TYPE5,12/22/2023
12/24/2023,TXN00000524,11/18/2023,Hineini Pledges,1800,11/18/2023,11222,5/7/1975,ACC010066,TYPE1,12/24/2023
12/24/2023,TXN00000937,11/18/2004,HH Pledges/Memorial Book,180,11/18/2004,10033,3/28/1966,ACC010120,TYPE2,12/25/2023
12/26/2023,TXN00000612,11/18/2004,Building Fund,5000,11/18/2004,10029,7/26/1970,ACC010078,TYPE6,12/27/2023
12/27/2023,TXN00000001,11/18/2003,Religious School Fees,762,11/18/2003,10023,3/24/1965,ACC010000,TYPE3,12/29/2023
12/27/2023,TXN00000535,11/18/2024,Adult Education,300,11/18/2024,10128,12/17/1944,ACC010067,TYPE5,12/28/2023
12/27/2023,TXN00000899,11/18/2005,High Holiday Tickets,500,11/18/2005,10031,4/28/1947,ACC010114,TYPE4,12/27/2023
12/28/2023,TXN00000610,11/18/2004,High Holiday Tickets,500,11/18/2004,10029,7/26/1970,ACC010078,TYPE4,12/30/2023
12/29/2023,TXN00000088,11/18/2000,HH Pledges/Memorial Book,1000,11/18/2000,10023,2/18/1960,ACC010010,TYPE2,12/30/2023
12/29/2023,TXN00000307,11/18/2015,Religious School Fees,1145,11/18/2015,10012,4/1/1964,ACC010037,TYPE3,12/29/2023
12/30/2023,TXN00000859,11/18/2021,HH Pledges/Memorial Book,659,11/18/2021,10282,4/11/1985,ACC010110,TYPE2,12/30/2023
1/1/2024,TXN00001428,11/18/2003,High Holiday Tickets,391,11/18/2003,11222,1/2/1961,ACC010184,TYPE4,1/1/2024
1/2/2024,TXN00001066,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10065,7/5/1958,ACC010137,TYPE2,1/4/2024
1/2/2024,TXN00001143,11/18/2015,High Holiday Tickets,167,11/18/2015,10069,4/2/1987,ACC010146,TYPE4,1/2/2024
1/2/2024,TXN00001413,11/18/2014,High Holiday Tickets,490,11/18/2014,10019,6/11/1963,ACC010182,TYPE4,1/4/2024
1/2/2024,TXN00001464,11/18/2022,HH Pledges/Memorial Book,1000,11/18/2022,10026,2/25/1953,ACC010188,TYPE2,1/4/2024
1/3/2024,TXN00001045,11/18/2024,HH Pledges/Memorial Book,963,11/18/2024,10036,4/20/1967,ACC010135,TYPE2,1/5/2024
1/4/2024,TXN00000110,11/18/1998,HH Pledges/Memorial Book,1000,11/18/1998,10036,9/28/1960,ACC010012,TYPE2,1/4/2024
1/6/2024,TXN00000295,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10001,4/18/1986,ACC010036,TYPE2,1/7/2024
1/6/2024,TXN00000297,11/18/2021,Hineini Pledges,7717,11/18/2021,10001,4/18/1986,ACC010036,TYPE1,1/6/2024
1/6/2024,TXN00001089,11/18/1995,Religious School Fees,1806,11/18/1995,10075,11/27/1955,ACC010141,TYPE3,1/8/2024
1/7/2024,TXN00000735,11/18/2003,Hineini Pledges,10973,11/18/2003,11231,4/2/1945,ACC010094,TYPE1,1/9/2024
1/7/2024,TXN00001008,11/18/2010,HH Pledges/Memorial Book,1000,11/18/2010,10027,5/13/1991,ACC010130,TYPE2,1/8/2024
1/7/2024,TXN00001084,11/18/2015,Building Fund,5000,11/18/2015,10037,2/11/1945,ACC010140,TYPE6,1/7/2024
1/8/2024,TXN00000577,11/18/2018,High Holiday Tickets,500,11/18/2018,10021,2/21/1993,ACC010072,TYPE4,1/9/2024
1/8/2024,TXN00000853,11/18/1999,Religious School Fees,944,11/18/1999,10075,3/26/1982,ACC010109,TYPE3,1/9/2024
1/9/2024,TXN00000707,11/18/2010,High Holiday Tickets,500,11/18/2010,10034,3/22/1976,ACC010090,TYPE4,1/11/2024
1/9/2024,TXN00001474,11/18/2001,Building Fund,3815,11/18/2001,10010,12/15/1953,ACC010190,TYPE6,1/9/2024
1/10/2024,TXN00000967,11/18/2011,Religious School Fees,646,11/18/2011,10024,1/13/1980,ACC010124,TYPE3,1/10/2024
1/11/2024,TXN00000237,11/18/1998,Building Fund,679,11/18/1998,10027,4/21/1962,ACC010029,TYPE6,1/11/2024
1/12/2024,TXN00000205,11/18/2023,Building Fund,171,11/18/2023,11205,10/18/1943,ACC010025,TYPE6,1/12/2024
1/12/2024,TXN00000837,11/18/2003,HH Pledges/Memorial Book,369,11/18/2003,10282,7/16/1971,ACC010106,TYPE2,1/14/2024
1/12/2024,TXN00001343,11/18/2014,High Holiday Tickets,110,11/18/2014,10016,3/12/1970,ACC010175,TYPE4,1/13/2024
1/14/2024,TXN00001278,11/18/2021,Hineini Pledges,5223,11/18/2021,10010,12/19/1950,ACC010167,TYPE1,1/16/2024
1/15/2024,TXN00001395,11/18/2007,Adult Education,300,11/18/2007,10018,9/1/1979,ACC010180,TYPE5,1/16/2024
1/16/2024,TXN00000950,11/18/2002,Building Fund,550,11/18/2002,10002,9/6/1989,ACC010122,TYPE6,1/16/2024
1/18/2024,TXN00000775,11/18/1995,High Holiday Tickets,500,11/18/1995,10001,7/5/1962,ACC010099,TYPE4,1/19/2024
1/19/2024,TXN00000293,11/18/2021,Adult Education,300,11/18/2021,10001,4/18/1986,ACC010036,TYPE5,1/20/2024
1/19/2024,TXN00000352,11/18/2010,HH Pledges/Memorial Book,478,11/18/2010,10026,12/9/1974,ACC010043,TYPE2,1/19/2024
1/20/2024,TXN00000442,11/18/2009,HH Pledges/Memorial Book,483,11/18/2009,10036,1/5/1970,ACC010056,TYPE2,1/20/2024
1/21/2024,TXN00000096,11/18/1998,Hineini Pledges,1800,11/18/1998,11231,6/7/1974,ACC010011,TYPE1,1/21/2024
1/21/2024,TXN00000863,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10282,4/11/1985,ACC010110,TYPE2,1/22/2024
1/21/2024,TXN00001443,11/18/2021,Building Fund,187,11/18/2021,10020,12/5/1974,ACC010185,TYPE6,1/23/2024
1/22/2024,TXN00000358,11/18/2002,Religious School Fees,3000,11/18/2002,10033,4/15/1972,ACC010044,TYPE3,1/24/2024
1/22/2024,TXN00000617,11/18/2004,Building Fund,5000,11/18/2004,10029,7/26/1970,ACC010078,TYPE6,1/24/2024
1/22/2024,TXN00000706,11/18/2010,High Holiday Tickets,394,11/18/2010,10034,3/22/1976,ACC010090,TYPE4,1/22/2024
1/23/2024,TXN00000261,11/18/2014,HH Pledges/Memorial Book,533,11/18/2014,10011,12/21/1951,ACC010032,TYPE2,1/24/2024
1/23/2024,TXN00000470,11/18/2000,Religious School Fees,2439,11/18/2000,11206,10/26/1983,ACC010060,TYPE3,1/24/2024
1/23/2024,TXN00000538,11/18/2024,Building Fund,5000,11/18/2024,10128,12/17/1944,ACC010067,TYPE6,1/24/2024
1/23/2024,TXN00000874,11/18/2008,Adult Education,300,11/18/2008,10035,12/14/1973,ACC010111,TYPE5,1/25/2024
1/23/2024,TXN00001067,11/18/2021,Hineini Pledges,1800,11/18/2021,10065,7/5/1958,ACC010137,TYPE1,1/23/2024
1/25/2024,TXN00000012,11/18/2004,Hineini Pledges,13206,11/18/2004,10001,10/2/1977,ACC010001,TYPE1,1/26/2024
1/25/2024,TXN00000049,11/18/1998,High Holiday Tickets,500,11/18/1998,10069,11/18/1961,ACC010005,TYPE4,1/27/2024
1/25/2024,TXN00000126,11/18/1999,Building Fund,1704,11/18/1999,10014,3/21/1986,ACC010014,TYPE6,1/25/2024
1/25/2024,TXN00000137,11/18/2002,Building Fund,2376,11/18/2002,11206,6/8/1951,ACC010015,TYPE6,1/27/2024
1/25/2024,TXN00000525,11/18/2023,High Holiday Tickets,500,11/18/2023,11222,5/7/1975,ACC010066,TYPE4,1/25/2024
1/25/2024,TXN00000920,11/18/2011,HH Pledges/Memorial Book,180,11/18/2011,10021,10/2/1966,ACC010118,TYPE2,1/26/2024
1/26/2024,TXN00000005,11/18/2003,Hineini Pledges,8506,11/18/2003,10023,3/24/1965,ACC010000,TYPE1,1/27/2024
1/26/2024,TXN00000557,11/18/2023,High Holiday Tickets,241,11/18/2023,11201,8/15/1947,ACC010070,TYPE4,1/28/2024
1/27/2024,TXN00001098,11/18/2005,Religious School Fees,500,11/18/2005,10023,1/24/1966,ACC010142,TYPE3,1/28/2024
1/28/2024,TXN00001354,11/18/2010,High Holiday Tickets,500,11/18/2010,10282,12/23/1972,ACC010176,TYPE4,1/28/2024
1/28/2024,TXN00001495,11/18/2002,Building Fund,3678,11/18/2002,10017,5/1/1943,ACC010193,TYPE6,1/28/2024
1/29/2024,TXN00000109,11/18/1998,HH Pledges/Memorial Book,546,11/18/1998,10036,9/28/1960,ACC010012,TYPE2,1/29/2024
1/30/2024,TXN00000864,11/18/2021,Building Fund,175,11/18/2021,10282,4/11/1985,ACC010110,TYPE6,1/31/2024
1/31/2024,TXN00000227,11/18/1995,HH Pledges/Memorial Book,909,11/18/1995,10282,6/1/1979,ACC010027,TYPE2,2/2/2024
1/31/2024,TXN00001508,11/18/2013,Hineini Pledges,1800,11/18/2013,10022,10/4/1989,ACC010196,TYPE1,2/1/2024
2/1/2024,TXN00000432,11/18/1999,HH Pledges/Memorial Book,1000,11/18/1999,10014,7/7/1951,ACC010055,TYPE2,2/3/2024
2/1/2024,TXN00000591,11/18/2018,High Holiday Tickets,336,11/18/2018,10018,2/11/1983,ACC010074,TYPE4,2/3/2024
2/1/2024,TXN00001180,11/18/1995,Religious School Fees,1421,11/18/1995,10025,10/18/1948,ACC010151,TYPE3,2/2/2024
2/2/2024,TXN00000810,11/18/2008,Hineini Pledges,13196,11/18/2008,10040,4/16/1994,ACC010103,TYPE1,2/3/2024
2/2/2024,TXN00001099,11/18/2005,Religious School Fees,3000,11/18/2005,10023,1/24/1966,ACC010142,TYPE3,2/3/2024
2/5/2024,TXN00000527,11/18/2023,Adult Education,300,11/18/2023,11222,5/7/1975,ACC010066,TYPE5,2/6/2024
2/5/2024,TXN00000854,11/18/1999,Religious School Fees,3000,11/18/1999,10075,3/26/1982,ACC010109,TYPE3,2/7/2024
2/5/2024,TXN00000909,11/18/2021,Adult Education,299,11/18/2021,11206,11/7/1985,ACC010115,TYPE5,2/5/2024
2/9/2024,TXN00000395,11/18/2023,Adult Education,300,11/18/2023,10018,11/12/1974,ACC010050,TYPE5,2/10/2024
2/9/2024,TXN00000526,11/18/2023,Adult Education,190,11/18/2023,11222,5/7/1975,ACC010066,TYPE5,2/9/2024
2/9/2024,TXN00000755,11/18/2015,Adult Education,300,11/18/2015,10010,2/20/1960,ACC010097,TYPE5,2/10/2024
2/10/2024,TXN00000915,11/18/2022,Religious School Fees,3000,11/18/2022,10011,10/6/1985,ACC010117,TYPE3,2/11/2024
2/11/2024,TXN00000226,11/18/1995,Hineini Pledges,7203,11/18/1995,10282,6/1/1979,ACC010027,TYPE1,2/13/2024
2/11/2024,TXN00000528,11/18/2023,Hineini Pledges,1800,11/18/2023,11222,5/7/1975,ACC010066,TYPE1,2/12/2024
2/11/2024,TXN00001451,11/18/2018,Building Fund,326,11/18/2018,10075,10/1/1985,ACC010186,TYPE6,2/11/2024
2/12/2024,TXN00000178,11/18/2013,Adult Education,300,11/18/2013,11222,6/22/2000,ACC010021,TYPE5,2/13/2024
2/12/2024,TXN00001162,11/18/2005,Hineini Pledges,2991,11/18/2005,10011,6/15/1959,ACC010148,TYPE1,2/12/2024
2/13/2024,TXN00000216,11/18/2006,Religious School Fees,910,11/18/2006,11201,3/17/1941,ACC010026,TYPE3,2/13/2024
2/13/2024,TXN00000912,11/18/2017,Hineini Pledges,10477,11/18/2017,10065,8/28/1946,ACC010116,TYPE1,2/14/2024
2/13/2024,TXN00001427,11/18/2003,High Holiday Tickets,175,11/18/2003,11222,1/2/1961,ACC010184,TYPE4,2/13/2024
2/14/2024,TXN00000405,11/18/2002,Hineini Pledges,8788,11/18/2002,10040,9/2/1983,ACC010052,TYPE1,2/15/2024
2/14/2024,TXN00001461,11/18/2022,High Holiday Tickets,500,11/18/2022,10026,2/25/1953,ACC010188,TYPE4,2/14/2024
2/15/2024,TXN00000487,11/18/2024,Building Fund,180,11/18/2024,10003,1/11/1950,ACC010062,TYPE6,2/16/2024
2/17/2024,TXN00000353,11/18/2010,HH Pledges/Memorial Book,370,11/18/2010,10026,12/9/1974,ACC010043,TYPE2,2/18/2024
2/17/2024,TXN00000757,11/18/2015,Hineini Pledges,3564,11/18/2015,10010,2/20/1960,ACC010097,TYPE1,2/17/2024
2/18/2024,TXN00000980,11/18/1996,Religious School Fees,1092,11/18/1996,10025,11/28/1954,ACC010125,TYPE3,2/18/2024
2/19/2024,TXN00000369,11/18/2000,Hineini Pledges,2337,11/18/2000,10024,10/9/1993,ACC010046,TYPE1,2/21/2024
2/19/2024,TXN00000679,11/18/2002,Hineini Pledges,3439,11/18/2002,11217,11/15/1996,ACC010087,TYPE1,2/20/2024
2/20/2024,TXN00000248,11/18/2005,High Holiday Tickets,169,11/18/2005,10002,2/8/1956,ACC010030,TYPE4,2/22/2024
2/22/2024,TXN00000175,11/18/2013,Building Fund,2420,11/18/2013,11222,6/22/2000,ACC010021,TYPE6,2/22/2024
2/22/2024,TXN00000633,11/18/2004,Religious School Fees,3000,11/18/2004,11222,1/13/1972,ACC010080,TYPE3,2/22/2024
2/23/2024,TXN00000034,11/18/2006,Religious School Fees,529,11/18/2006,10075,11/1/1969,ACC010003,TYPE3,2/25/2024
2/23/2024,TXN00000656,11/18/1995,Adult Education,300,11/18/1995,10020,6/18/1987,ACC010083,TYPE5,2/25/2024
2/23/2024,TXN00001298,11/18/2017,Hineini Pledges,1800,11/18/2017,10010,1/19/1946,ACC010170,TYPE1,2/23/2024
2/23/2024,TXN00001518,11/18/2024,HH Pledges/Memorial Book,748,11/18/2024,11211,2/7/1994,ACC010199,TYPE2,2/23/2024
2/24/2024,TXN00001463,11/18/2022,Hineini Pledges,1800,11/18/2022,10026,2/25/1953,ACC010188,TYPE1,2/26/2024
2/26/2024,TXN00001472,11/18/2001,High Holiday Tickets,500,11/18/2001,10010,12/15/1953,ACC010190,TYPE4,2/27/2024
2/27/2024,TXN00000035,11/18/2006,HH Pledges/Memorial Book,336,11/18/2006,10075,11/1/1969,ACC010003,TYPE2,2/28/2024
2/29/2024,TXN00000351,11/18/2010,Hineini Pledges,5270,11/18/2010,10026,12/9/1974,ACC010043,TYPE1,2/29/2024
3/1/2024,TXN00000247,11/18/2005,High Holiday Tickets,500,11/18/2005,10002,2/8/1956,ACC010030,TYPE4,3/2/2024
3/1/2024,TXN00000249,11/18/2005,Building Fund,2149,11/18/2005,10002,2/8/1956,ACC010030,TYPE6,3/1/2024
3/1/2024,TXN00000382,11/18/2017,Hineini Pledges,2484,11/18/2017,10027,5/6/1978,ACC010048,TYPE1,3/2/2024
3/1/2024,TXN00001097,11/18/2005,Adult Education,300,11/18/2005,10023,1/24/1966,ACC010142,TYPE5,3/1/2024
3/2/2024,TXN00001242,11/18/2006,HH Pledges/Memorial Book,1000,11/18/2006,10010,3/16/1970,ACC010160,TYPE2,3/2/2024
3/4/2024,TXN00000969,11/18/2011,Adult Education,300,11/18/2011,10024,1/13/1980,ACC010124,TYPE5,3/4/2024
3/5/2024,TXN00000117,11/18/2017,Hineini Pledges,10276,11/18/2017,10282,7/3/1981,ACC010013,TYPE1,3/6/2024
